0,0,87.550560108217
0,0.01,99.8804738357077
0,0.02,74.1627351021324
0,0.03,95.5098904133067
0,0.04,98.9337560047295
0,0.05,106.780243017873
0,0.06,108.355071083603
0,0.07,98.027186790508
0,0.08,127.269662021552
0,0.09,71.7532945505821
0,0.1,106.844327113365
0,0.11,109.966793105661
0,0.12,99.367351171382
0,0.13,88.8563924095002
0,0.14,79.4731203426357
0,0.15,75.6044602971023
0,0.16,98.9564704417324
0,0.17,83.8483282370163
0,0.18,130.242683238187
0,0.19,75.5991903399798
0,0.2,98.2869304326097
0,0.21,73.1599473937718
0,0.22,87.3044750598048
0,0.23,103.572058541788
0,0.24,113.922111018466
0,0.25,137.08039839008
0,0.26,117.56268347114
0,0.27,66.66835638594
0,0.28,114.44413030778
0,0.29,97.0685176996442
0,0.3,97.3759801158542
0,0.31,95.2374989090483
0,0.32,95.6297677270979
0,0.33,86.8641353021932
0,0.34,98.8534638538133
0,0.35,111.814374904235
0,0.36,74.8841289240578
0,0.37,88.7158791262012
0,0.38,88.3696714332043
0,0.39,91.8279359172643
0,0.4,66.4934746553544
0,0.41,75.6674928474354
0,0.42,106.916483525414
0,0.43,78.4581802233203
0,0.44,104.737201973613
0,0.45,77.5295213648112
0,0.46,101.103508542408
0,0.47,90.5879152196525
0,0.48,75.5119687566921
0,0.49,74.7974357613094
0,0.5,109.039507766728
0,0.51,81.0202039389414
0,0.52,96.2598839499084
0,0.53,83.9803187264448
0,0.54,64.3952209210989
0,0.55,66.1830703709186
0,0.56,85.4703258596292
0,0.57,57.1641620223672
0,0.58,94.7861571276819
0,0.59,73.3883774769488
0,0.6,70.3583649186042
0,0.61,80.1944539283989
0,0.62,71.7793478202771
0,0.63,76.4519156342586
0,0.64,82.4640887658328
0,0.65,77.6543762686603
0,0.66,61.6539968638798
0,0.67,76.0528461270367
0,0.68,65.2986650825329
0,0.69,47.9869987037274
0,0.7,49.8953151462795
0,0.71,80.131949304438
0,0.72,62.563869961832
0,0.73,57.7763354859446
0,0.74,65.8957143300937
0,0.75,51.5258991124111
0,0.76,69.6348184109755
0,0.77,48.0142319049705
0,0.78,45.258695234525
0,0.79,52.3037203855299
0,0.8,57.6837114198998
0,0.81,40.6138975865809
0,0.82,36.6656948328374
0,0.83,45.3113845862903
0,0.84,49.5411918771327
0,0.85,36.1445639692257
0,0.86,34.2770627809216
0,0.87,25.3647205889607
0,0.88,22.0444297526947
