0.012379,0.000193
0.012379,0.013725
0.012379,0.076309
0.012379,0.126815
0.012379,0.145599
0.012379,0.167456
0.012379,0.185265
0.012379,0.18712
0.012379,0.20015
0.012379,0.235189
0.012379,0.255809
0.012379,0.316591
0.012379,0.317533
0.012379,0.332724
0.012379,0.337257
0.012379,0.353643
0.012379,0.387567
0.012379,0.412097
0.012379,0.417844
0.012379,0.423086
0.012379,0.437049
0.012379,0.439798
0.012379,0.451394
0.012379,0.461776
0.012379,0.466948
0.012379,0.468436
0.012379,0.474607
0.012379,0.484214
0.012379,0.520499
0.012379,0.543952
0.012379,0.553698
0.012379,0.630351
0.012379,0.665585
0.012379,0.67605
0.012379,0.689104
0.012379,0.700618
0.012379,0.711771
0.012379,0.717142
0.012379,0.720265
0.012379,0.749388
0.012379,0.803635
0.012379,0.805665
0.012379,0.814556
0.012379,0.826586
0.012379,0.84424
0.012379,0.894662
0.012379,0.923621
0.012379,0.941828
0.012379,0.950682
0.012379,0.969391
0.027856,0.000193
0.027856,0.013725
0.027856,0.076309
0.027856,0.126815
0.027856,0.145599
0.027856,0.167456
0.027856,0.185265
0.027856,0.18712
0.027856,0.20015
0.027856,0.235189
0.027856,0.255809
0.027856,0.316591
0.027856,0.317533
0.027856,0.332724
0.027856,0.337257
0.027856,0.353643
0.027856,0.387567
0.027856,0.412097
0.027856,0.417844
0.027856,0.423086
0.027856,0.437049
0.027856,0.439798
0.027856,0.451394
0.027856,0.461776
0.027856,0.466948
0.027856,0.468436
0.027856,0.474607
0.027856,0.484214
0.027856,0.520499
0.027856,0.543952
0.027856,0.553698
0.027856,0.630351
0.027856,0.665585
0.027856,0.67605
0.027856,0.689104
0.027856,0.700618
0.027856,0.711771
0.027856,0.717142
0.027856,0.720265
0.027856,0.749388
0.027856,0.803635
0.027856,0.805665
0.027856,0.814556
0.027856,0.826586
0.027856,0.84424
0.027856,0.894662
0.027856,0.923621
0.027856,0.941828
0.027856,0.950682
0.027856,0.969391
0.041304,0.000193
0.041304,0.013725
0.041304,0.076309
0.041304,0.126815
0.041304,0.145599
0.041304,0.167456
0.041304,0.185265
0.041304,0.18712
0.041304,0.20015
0.041304,0.235189
0.041304,0.255809
0.041304,0.316591
0.041304,0.317533
0.041304,0.332724
0.041304,0.337257
0.041304,0.353643
0.041304,0.387567
0.041304,0.412097
0.041304,0.417844
0.041304,0.423086
0.041304,0.437049
0.041304,0.439798
0.041304,0.451394
0.041304,0.461776
0.041304,0.466948
0.041304,0.468436
0.041304,0.474607
0.041304,0.484214
0.041304,0.520499
0.041304,0.543952
0.041304,0.553698
0.041304,0.630351
0.041304,0.665585
0.041304,0.67605
0.041304,0.689104
0.041304,0.700618
0.041304,0.711771
0.041304,0.717142
0.041304,0.720265
0.041304,0.749388
0.041304,0.803635
0.041304,0.805665
0.041304,0.814556
0.041304,0.826586
0.041304,0.84424
0.041304,0.894662
0.041304,0.923621
0.041304,0.941828
0.041304,0.950682
0.041304,0.969391
0.07245,0.000193
0.07245,0.013725
0.07245,0.076309
0.07245,0.126815
0.07245,0.145599
0.07245,0.167456
0.07245,0.185265
0.07245,0.18712
0.07245,0.20015
0.07245,0.235189
0.07245,0.255809
0.07245,0.316591
0.07245,0.317533
0.07245,0.332724
0.07245,0.337257
0.07245,0.353643
0.07245,0.387567
0.07245,0.412097
0.07245,0.417844
0.07245,0.423086
0.07245,0.437049
0.07245,0.439798
0.07245,0.451394
0.07245,0.461776
0.07245,0.466948
0.07245,0.468436
0.07245,0.474607
0.07245,0.484214
0.07245,0.520499
0.07245,0.543952
0.07245,0.553698
0.07245,0.630351
0.07245,0.665585
0.07245,0.67605
0.07245,0.689104
0.07245,0.700618
0.07245,0.711771
0.07245,0.717142
0.07245,0.720265
0.07245,0.749388
0.07245,0.803635
0.07245,0.805665
0.07245,0.814556
0.07245,0.826586
0.07245,0.84424
0.07245,0.894662
0.07245,0.923621
0.07245,0.941828
0.07245,0.950682
0.07245,0.969391
0.112548,0.000193
0.112548,0.013725
0.112548,0.076309
0.112548,0.126815
0.112548,0.145599
0.112548,0.167456
0.112548,0.185265
0.112548,0.18712
0.112548,0.20015
0.112548,0.235189
0.112548,0.255809
0.112548,0.316591
0.112548,0.317533
0.112548,0.332724
0.112548,0.337257
0.112548,0.353643
0.112548,0.387567
0.112548,0.412097
0.112548,0.417844
0.112548,0.423086
0.112548,0.437049
0.112548,0.439798
0.112548,0.451394
0.112548,0.461776
0.112548,0.466948
0.112548,0.468436
0.112548,0.474607
0.112548,0.484214
